iteration,validation_average_precision,validation_auc,validation_binary_logloss
1,0.30258530912705306,0.8480474097581274,0.14013192784852047
2,0.3497252465454265,0.8595539358922593,0.13841361390275192
3,0.36232304349455846,0.8664229108992496,0.13884934482743977
4,0.37566225179501406,0.8712672260817641,0.14018735811082084
5,0.38933679645509656,0.8735490439443292,0.14228501109189046
6,0.392973410298383,0.8754797353048084,0.14543056128536797
7,0.39376791509881665,0.8772646941693989,0.14825516959426374
8,0.3977193758509007,0.8785036317524872,0.1512853569295262
9,0.4009716621796565,0.8801081879987858,0.15425948708984552
10,0.4031272582805268,0.8814552230382796,0.157504823809036
11,0.4069276002890895,0.8825983186679657,0.16094323748150488
12,0.40725605247724717,0.8833445016360232,0.16443564760112211
13,0.409635536489361,0.8844333967368265,0.16770708823156738
14,0.41300182430648796,0.8853531993307642,0.17124777510910966
15,0.4140388741749632,0.8860824344254304,0.1748946538997553
16,0.41717180431261947,0.8868947217858241,0.1784714991205091
17,0.41789305278323047,0.8873530118819042,0.18239128430406235
18,0.4184840612304772,0.8880172570702396,0.1857485098732295
19,0.4184637574660687,0.8882914225490756,0.1892220759698046
20,0.4197419993076171,0.8889398132132216,0.19244724129961177
21,0.4214959231630673,0.8896867148325998,0.19576495712535708
22,0.4224261553284136,0.8904926918963701,0.19873945473349475
23,0.4237295279199514,0.8907998192595772,0.20206516851447062
24,0.425038624211674,0.8909695247337457,0.20507114152191971
25,0.4273397572580198,0.8914751286038067,0.20798543183167997
26,0.4297188750360521,0.8917311452545044,0.21102107275591092
27,0.4309345359556024,0.8923370317282406,0.21391106311356653
28,0.43197866034764854,0.8926535361461131,0.21689105889484395
29,0.4336873012868083,0.8932360184137376,0.21977747885534232
30,0.43457831241632694,0.8937057031684583,0.22232153734303597
31,0.4369648684504467,0.8943212933565512,0.2249110745446624
32,0.4374336666037638,0.8946630697053581,0.22768763352531518
33,0.43819267725199473,0.894977064608191,0.23033640396453953
34,0.43961072949276464,0.8954235334665044,0.23290545130524926
35,0.44159049752766777,0.8959742817058913,0.23512326950046716
36,0.44219141718247335,0.8962971540662149,0.2374744440883755
37,0.4436045618749523,0.8967471700644694,0.23961992614983374
38,0.4438732162039121,0.8970696696484394,0.24188128304441672
39,0.44466962216726025,0.8972730229923305,0.24413961490923822
40,0.44557597244619457,0.8973393425957573,0.24630794437629025
41,0.44603133386124943,0.8976977574520126,0.2484690927910005
42,0.44690841231098916,0.8981635991515425,0.2504846715243728
43,0.4476618179701349,0.8982962191431203,0.25224949135566366
44,0.4476800505093056,0.898431750249005,0.2541867600605768
45,0.4478908752017814,0.8986829573161313,0.25591485521633617
46,0.44827253008077167,0.8989564790832228,0.2575757510561931
47,0.4484589023182382,0.8990849235953359,0.25944139219469126
48,0.4494104486476638,0.8993759869878456,0.26137264884819844
49,0.44999555236710514,0.8995738928010037,0.26285852879537436
50,0.4510648583599215,0.8998800613219408,0.264437163618446
51,0.4511625580873352,0.900107937201004,0.26610470668961017
52,0.4509069144460517,0.900280874684588,0.26753672658346866
53,0.45177044101435415,0.900437817372468,0.26908803543139814
54,0.4511549614634514,0.9006351313551269,0.27036046659359697
55,0.4532453706839256,0.900783899864616,0.2718094179786199
56,0.45413686220655536,0.9009389421617042,0.2734320053259529
57,0.4545540943388361,0.9010983713062927,0.2746001914403751
58,0.4560935622943771,0.9012880222369012,0.2758982408896243
