iteration,validation_auc,validation_average_precision,validation_binary_logloss
36,0.8916861142553067,0.42951069137427994,0.23673999487537334
37,0.8921962221860514,0.4309226181569678,0.23883352040144057
38,0.8925600826515119,0.431820973999393,0.24071842211902975
39,0.8927435616354841,0.43206201034451963,0.24314569329054386
40,0.8931279517017736,0.43370936207014554,0.24522230554988628
41,0.8933187593919946,0.4340472283446926,0.24725314057764264
42,0.8933359051827281,0.43410674513995456,0.24982993857455393
43,0.8934702180401173,0.43503607027658114,0.25176811652908304
44,0.8937458016063187,0.43551982518370747,0.25354542921149487
45,0.8940149557411858,0.43625816538821793,0.2558476619489951
46,0.8944812951163631,0.4367104855268347,0.2575236616106733
47,0.8947256173501152,0.43723100166527307,0.25917107105574205
48,0.894973992085566,0.4383481006695251,0.2611292820098793
49,0.8952061222267255,0.43892949760646865,0.26291875049926317
50,0.8954899529893662,0.4412799260785248,0.264485162985628
51,0.8955474278012715,0.44099925307832,0.26598402221157735
52,0.8956418555103636,0.4407507362267409,0.26789233971296234
53,0.895757969579897,0.4411603758373124,0.2695669757899786
54,0.8958961889028876,0.4415007992409238,0.27146652415970607
55,0.8960796563576942,0.4422045007354622,0.27260351314103826
56,0.8963812016832367,0.44246513530475934,0.2740150609330204
57,0.8965850277229163,0.4431404291401504,0.2756361425914616
58,0.8965799126164573,0.443197049653718,0.27699294880172065
59,0.8967831871777171,0.44391263984910245,0.278205125440928
60,0.8970609555207943,0.4447906161229047,0.27950598711605146
61,0.8972475762023849,0.44536030807634425,0.2804674030910483
62,0.8973544611748778,0.44598948884373774,0.28200837572858795
63,0.8977525382822292,0.44686511208692803,0.2827993824633028
64,0.8979224685751264,0.44872852226033527,0.28382358758229614
65,0.8981553000738581,0.45015015387992435,0.2849342423094137
66,0.8982305605451862,0.45031410061400745,0.28577552841599413
67,0.8982764677609674,0.45067797043887436,0.2866202969409324
68,0.8983697348673918,0.4510001980918913,0.2880310945874214
69,0.8985064188898337,0.45135314428509304,0.28872653171353635
70,0.8987748678240735,0.45167885905055044,0.28963783288213013
71,0.8988409030414162,0.4519984327716025,0.2903764790575356
72,0.8991399350088639,0.4523340874693658,0.29116580523741864
73,0.899454821500501,0.45349878000406674,0.2917231723178725
74,0.8996853875181979,0.4543546251357546,0.292468388158717
75,0.8999930663598248,0.45600069676219435,0.29309628889401457
76,0.9000390715735134,0.4562457575681881,0.29382205730534794
77,0.9002799465867594,0.45670778989908145,0.2943901686777961
78,0.9006290477987599,0.4574699762272445,0.29496090436332995
79,0.9008798340513429,0.4576364578347521,0.2953238946288439
80,0.9009461728700456,0.45807183379592287,0.29593517177856266
81,0.9010456695689343,0.45804974320041736,0.2963097249475841
82,0.9013746792883974,0.45864105227541446,0.29648734920350145
83,0.9014706691994245,0.45899480899041584,0.2970784696190551
84,0.9016827827876229,0.459393264108533,0.29763622888177976
85,0.9019530936821026,0.46044173293907326,0.29790631704930176
86,0.9021555842601033,0.46105156926486013,0.2980906300044694
87,0.9024135916133899,0.4612991408269468,0.298531238596838
88,0.9026259165696238,0.46177556585129476,0.2988917389281382
89,0.9027602178978474,0.46192123178587224,0.29929170360095964
90,0.9029399595106465,0.4626944387641916,0.29944332375463717
91,0.9031448481550864,0.46338312789349134,0.29982362101410287
92,0.9032880999588493,0.4637020574873053,0.30030328416246505
93,0.9034090024751504,0.46414871676492553,0.30028910796141234
94,0.9036121367648957,0.46445435690551035,0.30037756848149627
95,0.9038401875029702,0.46516266409636886,0.3004390898393595
96,0.9042399036733605,0.46564956703502014,0.30064592951858854
97,0.9045391277935677,0.466231629867189,0.3007309114217844
98,0.9046643960205656,0.46645740863836227,0.3010307174925381
99,0.9049013645682102,0.46703627654826435,0.3013352595933868
100,0.9050459979503142,0.46802095616636474,0.3014447729623765
101,0.9052429526073127,0.4678015791555008,0.30161122927938677
102,0.9055118377283166,0.468553517167774,0.3014516174968934
103,0.9056015730670207,0.4687152315202843,0.3019231957961675
104,0.905826195799865,0.47021594550998536,0.30224603691105983
105,0.9059320373828735,0.4707049802638833,0.30234863922951194
106,0.9060417124134349,0.4718406703103986,0.3022050776446855
107,0.9060764843768009,0.47241538910023284,0.30218811233191334
108,0.9060631451322337,0.47282947649194557,0.3022575617842091
109,0.9061081511515726,0.47247306426355345,0.30213536617694037
110,0.9061202029726508,0.4726734366499457,0.3025649081474818
111,0.9061418278442093,0.4731692004826694,0.30259973822852804
112,0.9062030400272876,0.4741778452090671,0.30265768781641506
113,0.906369863210063,0.4747533771739469,0.3023926989989228
114,0.9064203686413799,0.4750803775308721,0.3025062699249551
115,0.9065560208035031,0.47583187030140156,0.3023477787130129
116,0.9065960692816459,0.47618042509085373,0.30221641433704566
117,0.9066765082698436,0.4767454632392128,0.3018854355761022
118,0.9068390464460813,0.47734578981079,0.3018182253589235
119,0.9068380472517317,0.4775728155469834,0.3017316310592236
120,0.9068928453756967,0.47817840365989245,0.301583219920644
121,0.9069961716790829,0.4780721022212444,0.30144724074945767
122,0.9071042672139608,0.4785009917823293,0.3004534113640139
123,0.9071318219196784,0.4796633677473437,0.3002751034516064
124,0.907370106713726,0.48050900535212066,0.2999839328860876
125,0.9073701835748298,0.48062622395141363,0.29987077914072546
126,0.9076035569443435,0.48120736763066857,0.2994515467027238
127,0.9077485227507215,0.4809202639175665,0.29898595388744903
128,0.9079055692010917,0.48154869452554644,0.29893091080924966
129,0.9080517782358238,0.48191201491134983,0.29869749204027607
130,0.908129123564593,0.484963611651487,0.298851686555358
131,0.9084035080975748,0.4875072734667818,0.29465560987344375
132,0.9087240189004836,0.4881432571894475,0.2943847202058306
133,0.9088674436417301,0.48821575823184277,0.2942519487398013
134,0.908941218772227,0.48900546647455034,0.29394393546864533
135,0.9091398201783748,0.4893256875231039,0.2936285022220888
136,0.9091783468066621,0.49229990645955246,0.29393616422970575
137,0.909175283891675,0.4926417713060454,0.29375188142716646
138,0.9092952832900063,0.491732804269965,0.293683587351448
139,0.9093600310838602,0.4921395258579256,0.29347210545590907
140,0.909620363485537,0.4931289642072119,0.29302650260950025
141,0.909627111890452,0.49309600951723526,0.2927621678871643
142,0.9096776980259278,0.4934908075927144,0.29257789313188054
143,0.9097414581545976,0.49737216274695434,0.2923077661366507
144,0.9097915370067884,0.4974859715764819,0.2922078090424562
145,0.909929423905505,0.49727948836142477,0.2919997913514923
146,0.9100533778076275,0.49763015761294854,0.29192203989693843
147,0.9101216996428088,0.4974705758401503,0.2915126889937471
148,0.9100384859687634,0.49934662210014824,0.2911693208119885
149,0.9101645881387376,0.5011105815494742,0.29092228281113675
150,0.9103554496317312,0.5012244888773265,0.2904937312429406
151,0.910483580934846,0.5012253921114407,0.29023193673325914
152,0.9105378448741395,0.5012516481172554,0.29015230075416015
153,0.9105509074187329,0.5014097634132483,0.2898115816649909
154,0.9106478504074472,0.5023300205599245,0.28958500861646846
155,0.9107005483017504,0.5026840457709383,0.28958753652881897
156,0.9107263044576389,0.5027790116978264,0.28941935781477063
157,0.910858428695097,0.5032127656060339,0.2892585037319445
158,0.9108589398214374,0.5028918269696281,0.2890819241421348
159,0.9109935889461558,0.503042950305418,0.28874144888666714
160,0.9109867675231922,0.5031300508180605,0.28882421006832965
161,0.9110700196277896,0.5052829450641032,0.28836501933794895
162,0.9110960716989276,0.5062991578696702,0.2880961912526284
163,0.9111744584956534,0.5063365627362348,0.28767572034109273
164,0.9113236266828825,0.5070939346748583,0.2873636562165942
165,0.9113947962219601,0.5071823584787052,0.2869701094195285
166,0.9115493273927079,0.5070973639755167,0.2864180459121306
167,0.9115800295606268,0.5074487849168617,0.2860653666750569
168,0.9116332558750188,0.5076941743540051,0.2856657273455667
169,0.9117254392398794,0.508578759383632,0.2851932401481676
170,0.9118307351090508,0.5091055752744513,0.2849770407376944
171,0.9121156707500588,0.5096011169417817,0.2845700120080235
172,0.9121140720390994,0.5095235742359094,0.2844104721057673
173,0.9122114858020747,0.5098317235627804,0.2843338866860805
174,0.9122567224047251,0.5097123781922166,0.28384770129774883
175,0.912298465670207,0.5097175182102153,0.2835405471303329
176,0.9124644779683372,0.5103834013314807,0.28309752042202807
177,0.9125514578364695,0.5104414116283309,0.2828444968387128
178,0.9126519960033148,0.5107356378495651,0.28243259274154947
179,0.9127169666943697,0.5112531785753878,0.28216253603487007
180,0.9128105258729886,0.5120436314717269,0.2818213642232075
181,0.9128809421732488,0.5127888356004336,0.28180219375279913
182,0.9128689326257777,0.5128270174616892,0.2816913522261317
183,0.9129116404981126,0.5130883406855453,0.28145587320707827
184,0.9129587102380888,0.5131898218999389,0.28122198534807535
185,0.9130854503552247,0.5145391507131737,0.2807607769579729
186,0.9132009725942588,0.5148950598028995,0.2803808646701099
187,0.9132987245460908,0.5152503806844394,0.28004207758290145
188,0.9133020833763276,0.5156870275077566,0.2795784151276225
189,0.9132847704126932,0.5152509044172823,0.27951742538467084
190,0.9133560821448128,0.5158476220390577,0.2790545670992436
191,0.9133751475416141,0.515624673995878,0.278507347003086
192,0.9134013456488494,0.5160926495743764,0.2782938993081362
193,0.9133417360197857,0.5159096873893174,0.2778741064586985
194,0.9133678880103588,0.5163372401217559,0.2775650282106502
195,0.9134424279088387,0.5164913733146717,0.27732524903072053
196,0.9133569852627826,0.5171273187727973,0.2771289337829635
197,0.9134098464869315,0.5177645475913879,0.2767752565704818
198,0.9134433540851397,0.5175048741653278,0.2762333897617532
199,0.9135035324863716,0.5181391668948632,0.2751388573397467
200,0.913554975623155,0.518420463733896,0.2748140694264855
201,0.9136770925448965,0.5193306529308669,0.2743623848748332
202,0.9137370768718414,0.5196477324401928,0.27425979273442996
203,0.9138320656669912,0.5208682167325445,0.2731446232513434
204,0.9139018939798071,0.5207812032044087,0.2728111061306281
205,0.9139389371887908,0.5209131710141818,0.2726414634251952
206,0.913953506211019,0.5210713965818375,0.27240931213358355
207,0.9139392062026542,0.5213646889876657,0.27235555225630304
208,0.9139856764260208,0.5220825308389978,0.27226593982598907
209,0.914069028450053,0.5219679686559049,0.27202791304409485
210,0.9141832824808741,0.5223421619711205,0.27167154818062267
211,0.9141300753817582,0.5224631850266819,0.27166796053427533
212,0.9142757579179293,0.5232663936162762,0.2712215102576745
213,0.9144172822683839,0.5239487462761345,0.2708017456302635
214,0.9144167942003747,0.5238191400188285,0.2705156551684382
215,0.914513081948179,0.5244822535258628,0.2691125713120164
216,0.914503593444913,0.52464101158652,0.26891355446977694
217,0.9145100536206887,0.5252916081518251,0.26877161973736097
218,0.9145781602447792,0.5260291185829439,0.26855331443175945
219,0.9146314980077718,0.5262211842243091,0.26824545415254736
220,0.9147462670079883,0.5269302161454699,0.268095080818837
221,0.9148156994861197,0.527110805377053,0.26778555770314816
222,0.9148224786354762,0.5272216063152029,0.2677114063172416
223,0.914835913956423,0.5276166270218724,0.2675959749610231
224,0.914807525307729,0.528021203044,0.26723100149091855
225,0.9148202304481896,0.5287279151391641,0.26704257420417066
226,0.9147708318167677,0.5288049589147135,0.266641102565025
227,0.9149102463299227,0.528919669049685,0.2664481654993354
228,0.9149739488127646,0.5290065680457061,0.26602366143850903
229,0.9149898052584816,0.5291970806252584,0.2658895181279392
230,0.9150022875017412,0.5295962006022309,0.2656905372073936
231,0.9150699252730985,0.5299509404014158,0.26553839556201664
232,0.9151082021027983,0.530271597921787,0.2650514492398262
233,0.9152285589052623,0.5306411138294791,0.26464262658007176
234,0.9153130331014103,0.5311167661716165,0.2643494364791228
235,0.915337325053271,0.531232654705345,0.2644075330703308
236,0.9153223063935856,0.5310947018519796,0.26460131075897464
237,0.9152758553854949,0.5314384134927205,0.2641224154120952
238,0.9152892638050555,0.5317992092353326,0.2640258136082692
239,0.9153378630809977,0.5319217339161227,0.2637610443501692
240,0.9153498072965307,0.532180430574634,0.2635692987573028
241,0.9153609214121423,0.5324047794542497,0.2633903648298441
242,0.9154069612133275,0.532270512014641,0.26311788434906014
243,0.9155612099195188,0.5326781108608417,0.2626215668315999
244,0.9156887263338032,0.5331633344958143,0.26233884131780016
245,0.9158473407506912,0.5332702389192394,0.26180980232774503
246,0.9159318687496119,0.5336857939040753,0.261576486979298
247,0.9160505960966749,0.5340418686977965,0.2607542577785899
248,0.9161829470743893,0.5345146840639637,0.26032945063869073
249,0.9162759874405575,0.5348607883196125,0.25991072457225084
250,0.9163525564721781,0.5350267615092029,0.2594020278744014
251,0.9162870669686723,0.5355120269138511,0.2560226730375906
252,0.9163998375801898,0.5358020959900176,0.25563530062518575
253,0.9164389406667558,0.5361346001992101,0.2555795875315814
254,0.9164620182131763,0.5363770010970595,0.255389900357137
255,0.9165417769806051,0.5365539935900411,0.2551089692648181
256,0.9166451513221813,0.5369337441374022,0.2548590209332163
257,0.9167880822308357,0.5373545049320563,0.2544220954577895
258,0.9167487908345655,0.5374061466249492,0.25433882017570825
259,0.9168014714351204,0.53758261120706,0.25434750078086743
260,0.9168396137578886,0.5376942497055168,0.25414080039737214
261,0.916844882586555,0.5376974141191618,0.254069842520065
262,0.9169051954947187,0.5374058138103028,0.25389065679070955
263,0.9168959606330954,0.5375655423243348,0.2537626745428523
264,0.9169699048580207,0.5380419730892658,0.2532240575026782
265,0.9169949807931403,0.538698042415907,0.2530700394210251
266,0.9170373696918943,0.5389796872416179,0.25275631907601004
267,0.9170095152278718,0.5392939436344488,0.25252986429333035
268,0.9170726758399318,0.5394089939661918,0.24857457803291189
269,0.9171432727637859,0.5395501443467089,0.24838891267982857
270,0.9172562470572285,0.5397636553364431,0.2477280053421919
271,0.9172657317174393,0.540014545290522,0.2474733180226309
272,0.9173024943833941,0.540338674603842,0.24722690121638513
273,0.9173457056959589,0.5404749391295355,0.2468394758462014
274,0.9176623619145114,0.5410921164727677,0.24201372334429047
275,0.9178173446442441,0.5416274193192115,0.241641748946874
276,0.9178036134080475,0.541778929441143,0.241480815370853
277,0.9178250884004535,0.5418874411480515,0.24129388575688285
278,0.9178324055775366,0.5419763295657792,0.24110106352413868
279,0.9178912811830591,0.5422187281777608,0.24089130153173177
280,0.9179015728848599,0.5429809387335665,0.24061307774196763
281,0.9178948744396623,0.5428478857093864,0.24042252763549654
282,0.9179118338422192,0.5431764103749963,0.23989904835961998
283,0.9179841101811916,0.543526505465942,0.2395746870441556
284,0.9179668049036677,0.5434601892622953,0.23957384828748432
285,0.9179321290166815,0.5432700719917021,0.23942647757910687
286,0.9179245735701765,0.5435531868589751,0.23932556427293677
287,0.9178892597360286,0.5440819832966238,0.2390595533050421
288,0.9178820386353252,0.5443809898738627,0.23877232940087345
289,0.9178428048848829,0.5444345995448217,0.23858232063379475
290,0.9178109305851307,0.5444945812363525,0.2383491249927308
291,0.9177937060117658,0.5447346232843064,0.23806412651106634
292,0.9177805166463511,0.5447540228195301,0.23808710288630142
293,0.9178636688315135,0.5450683430198804,0.23785232047220795
294,0.9178831492782754,0.5454313833011051,0.23763960106870285
295,0.9179749752390033,0.5457376986540853,0.23727995734704888
296,0.9179518976925828,0.5458172431889124,0.2370942526469189
297,0.9180640341999938,0.5460606394177655,0.23644507109754595
298,0.918101430970055,0.5461096975494316,0.23624588964295834
299,0.9181444616590259,0.5465058621666699,0.23604922470572778
300,0.9181466867879813,0.5465220812189179,0.23583316850801675
301,0.9181314759755363,0.5465657030781365,0.23558986554183164
302,0.9181352037390713,0.546568079780652,0.23528972930421513
303,0.9181977264039697,0.5467229934437826,0.23487673728411324
304,0.9183139557651588,0.5471017060081533,0.2343569307184843
305,0.9183753601009967,0.547068465026731,0.2309106302615184
306,0.9184011239429956,0.5470423818371142,0.2310391081928951
307,0.9184547537781825,0.5476992876111848,0.23073313782791277
308,0.9184501228966776,0.5476694983540735,0.23053813251030786
309,0.9184647457216785,0.5479863572042252,0.23030975505950915
310,0.9184932381328627,0.5480211568128417,0.23018397134300134
311,0.9185750644639842,0.5482423518636333,0.22999137735272224
312,0.9185722705628605,0.5484730052941719,0.2298853972199555
313,0.9186049941778098,0.5483644449524363,0.22963967071319372
314,0.9185976347271195,0.5482903676083932,0.22954126545569853
315,0.9185834769117968,0.5485132203128694,0.2293162552847355
316,0.9185528554480369,0.5485261535802619,0.22930172166151153
317,0.9185605799889702,0.5488158866350336,0.22910589625926644
318,0.9186667443886148,0.5491347856956112,0.2288012415772755
319,0.9186494967569188,0.5491041524420256,0.22866751248725
320,0.9185531590493969,0.5488557603700942,0.22867671424219962
321,0.9185483629165189,0.5489126437854557,0.22851952636522063
322,0.9185283559711959,0.5490203831241204,0.22811553003494517
323,0.918577416413761,0.5490869727861877,0.22782362460028874
324,0.9185710484713099,0.549250373822899,0.22786886840936252
325,0.9185401848950729,0.5494751382193535,0.22744929404010283
326,0.9185345701914392,0.5495390786542499,0.2274056982489198
327,0.9185082029897755,0.5495721714343932,0.2272782707327751
328,0.9185788114427952,0.549606270348403,0.22689267320475406
329,0.9185833577770859,0.5494885270977484,0.22672936950711103
330,0.91865798222278,0.5497199465621848,0.22650165991674964
331,0.9186318686627588,0.5497066827551677,0.22637083660927046
332,0.9186284252853079,0.550066295200914,0.2262100104843704
333,0.9186408076091325,0.5501306985192573,0.22590537036582375
334,0.9186689041856321,0.5503434720360699,0.2257279851776944
335,0.918701239652007,0.550667869718172,0.22550360129234512
336,0.9186493353486007,0.5507305444581823,0.2253036884626331
337,0.9187357541306752,0.5508651656751818,0.225113437080155
338,0.9188934269990414,0.5512847535675222,0.22446521258659805
339,0.9188260736137683,0.5511803770787475,0.2243938351303617
340,0.9188572062038686,0.5513172810038504,0.224228932057968
341,0.9188732432731797,0.5515374739553262,0.2240355666829476
342,0.9188948873600139,0.5518630662873101,0.22407864959786974
343,0.9188389632208781,0.551822166098884,0.22390678081047882
344,0.9188875125371029,0.5517719982061113,0.22361115811744642
345,0.9188822014348292,0.5521655985626311,0.22339803644819634
346,0.9190006482388635,0.5525462367379667,0.22321397011613217
347,0.9189775168896703,0.552513270136796,0.2231485196212717
348,0.9189753263482116,0.5525343852189187,0.223003533510956
349,0.9189753263482116,0.5525343852189187,0.22038059556938333
350,0.9190601502623819,0.552922702504068,0.2201261895436649
351,0.9189982655446453,0.5526975601777535,0.21986350060420964
352,0.9189801455394208,0.5530362005641287,0.21973012729074673
353,0.918968001485018,0.5533969576741607,0.2196329899684702
354,0.9189909867981139,0.5537476793016506,0.21941039192554387
355,0.9189766752605836,0.5536936451009722,0.21935398702010092
356,0.9189635089535,0.553608593233747,0.21908082134289528
357,0.9189709106777975,0.5538551820846953,0.21884502166817354
358,0.9189988612181997,0.5539469464594775,0.21863525272151818
359,0.9190096832616169,0.5539156776962573,0.21837145507357655
360,0.9190699000934008,0.5539549191061878,0.21488470441461924
361,0.9190687971365611,0.5542317551382332,0.21472211113666928
362,0.9191095565799142,0.5544211336886599,0.21452118641611584
363,0.9191464499097455,0.5544450780743443,0.2143216355619248
364,0.9191736203099441,0.5544916563839287,0.21412275913182743
365,0.9191790812913702,0.5544925853595944,0.21386697067129443
366,0.9192463462863739,0.5546002311325338,0.21367727108549173
367,0.9192546242272548,0.5545621245758332,0.21352083201085767
368,0.9193072356528162,0.5546086201990537,0.21329842518535028
369,0.9193857607995288,0.5548894777922417,0.21309209228262266
370,0.9193776865405731,0.5547613614500431,0.2129714590527726
371,0.9193669029277078,0.5546369601308886,0.2127824453714641
372,0.9193549894566165,0.5547098280999752,0.21255439266257853
373,0.9193152561089993,0.5546656812210821,0.21251386306197903
374,0.9192963905510679,0.5548267108522278,0.2123602093338714
375,0.9192068934817856,0.55474286831919,0.2123683104509092
376,0.919233252997339,0.5549327866213745,0.21207033791677998
377,0.9192297097004531,0.5552106973551928,0.2119132727629276
378,0.919272598196382,0.5555760968262807,0.21178978069668752
379,0.9192673793274329,0.5556335675911368,0.21146524342378067
380,0.9192304437239945,0.5558260682662134,0.2113106447710867
381,0.9191891155084733,0.5558959693403365,0.21119298683719434
382,0.919303242718473,0.5559627268207225,0.21089123314779878
383,0.9193501395209658,0.5560393624228801,0.21088854666620907
384,0.9194422229663914,0.5560829870903036,0.21059494641139537
385,0.9194238723778556,0.5562122651773778,0.21046247786184097
386,0.9194225887974219,0.5562729104478239,0.21037734848159406
387,0.9194720335455061,0.5564877025044043,0.21014654938484256
388,0.9194936814753957,0.5564092819738778,0.20998358189861088
389,0.9194638017212875,0.5565018649043816,0.20980060964050887
390,0.9195306555093858,0.5566456365155826,0.20962510626088865
391,0.9196215168632609,0.5571778173092453,0.20929895159450454
392,0.9195496863186905,0.5571675899592752,0.20735241487481512
393,0.9195612692870354,0.5572289351811448,0.20729377848852273
394,0.9196032854094359,0.5574232165122472,0.20711876220577238
395,0.9196204869244697,0.5577327705390763,0.20698429064319282
396,0.9195764493550389,0.5577028682736962,0.2067475372870489
397,0.9196444330013633,0.5577846098246836,0.20646482596332022
398,0.9196610273136769,0.5580258444355353,0.20632555739355066
399,0.9197628605901216,0.5582156001372381,0.20564877136606421
400,0.9197667074883675,0.5583326117114981,0.20533642478710898
401,0.9198448675448371,0.5584932884671095,0.20517031810471706
402,0.9198856116159694,0.5586722615322253,0.2049245320204549
403,0.919814465135223,0.5589188169708492,0.20489567617725588
404,0.9196990236003479,0.5588376330257122,0.20494348679320604
405,0.9197536680021053,0.5590999057815619,0.20475215030835192
406,0.9198513968956061,0.5592587377270052,0.20452895369245436
407,0.9199039314600638,0.5594404180359548,0.20440718121311643
408,0.9199769418225777,0.559952671978401,0.2007073890666053
409,0.919957868739666,0.5599866384941348,0.20052888662260046
410,0.9199795896876041,0.5600515239971354,0.20043870436880656
411,0.9199432497577203,0.5602357744235171,0.20031991361470639
412,0.9199791323640364,0.5603981071068574,0.20022316970140905
413,0.9200180625131188,0.5605624991611894,0.2000409644130735
414,0.9201020524843126,0.56084888271626,0.1996996626114261
415,0.9200929444435105,0.5608193578822003,0.19957436481979104
416,0.9200771571727869,0.5609813920479954,0.19940663731367453
417,0.9201248187432627,0.5611189819513979,0.19912795341486408
418,0.9201919415452244,0.5612634170367579,0.19896890923385208
419,0.9202196807175913,0.5613684771762452,0.19865567248141494
420,0.9202873838208867,0.5615999058688328,0.1984305133164734
421,0.9203392996534586,0.5617860919823289,0.19821662207277654
422,0.9203729225433226,0.561882758584886,0.19456026579078997
423,0.9203461671930845,0.5620128454589576,0.19444348569705633
424,0.9203489956817049,0.5623526800434769,0.19425150927588805
425,0.9203740293432174,0.5625251654128819,0.19407436186697083
426,0.9204040935639748,0.5624743630204169,0.19396562612607698
427,0.9203989323408536,0.562575413102941,0.19399298966930803
428,0.9204719657616987,0.5626205611582157,0.19375357243717764
429,0.9205254726191195,0.5627779344020437,0.19362538422663417
430,0.9205070528555902,0.562984613755838,0.1934293133636812
431,0.9204788448304901,0.5631883156334044,0.19332750960742043
432,0.9204766120154243,0.5632506526834593,0.19316953285687943
433,0.9204781799819421,0.5632783616659768,0.19299034046145946
434,0.920581208448551,0.5633923807735989,0.1902560496042018
435,0.9206082943015355,0.5634340343878161,0.1901013830343208
436,0.9205586958312436,0.5634866117436936,0.18971644288007655
437,0.9205952817166595,0.5638318547800851,0.189625765528443
438,0.920548872982176,0.5638457769006652,0.18957654839294247
439,0.9204456139322557,0.5639141580951669,0.18940487946466988
440,0.9205350917862619,0.5641422559326363,0.18920271173362505
441,0.9205105615649793,0.564183648774855,0.18905359271921
442,0.9205327475225956,0.564313669977062,0.18889876353413218
443,0.920510534663593,0.5644556972148046,0.18870673595184326
444,0.9205246079317015,0.5644730751889129,0.1885900200765566
445,0.9204972107912467,0.5645699350605323,0.1884990737549046
446,0.9203793442885463,0.5644104942842664,0.18846302598293332
447,0.9204474816570783,0.5645323104799861,0.1882859091017107
448,0.9204593067379003,0.5646269004766538,0.18820432979458743
449,0.9204487344930705,0.5646956554762553,0.18814339446925862
450,0.9205168987629889,0.5648955602610618,0.18798296308152862
451,0.9205942479348133,0.5650094281982405,0.18782734776982424
452,0.920603974707501,0.5650137199834248,0.18764637781847707
453,0.9205887331506145,0.564979673293802,0.18725138150989742
454,0.9205558481273473,0.5649228348003769,0.18715927207943087
455,0.9205357489486996,0.5650076426699533,0.18711932816795704
456,0.920551935897163,0.5649813505775985,0.18709559675227155
457,0.9205036940253535,0.564941852128967,0.1869868946707193
458,0.9205616472976301,0.5650112547363906,0.18682931715103315
459,0.9207265835403068,0.5652423960461358,0.1839840253037082
460,0.9206451492008147,0.5651735545609704,0.18388344947444757
461,0.9206532580472673,0.5653058628995535,0.18376836824553677
462,0.9205716238689052,0.5653138166696683,0.18367409489631006
463,0.9206312603993554,0.565525927262804,0.1834009134254476
464,0.9206294772217469,0.5656854262590918,0.18321027509386426
465,0.9206181094644926,0.5658161101314951,0.18303169407088044
466,0.9206085517862332,0.5660678182531523,0.182436749199345
467,0.9206646411767423,0.5662534185849517,0.18222384360235033
468,0.9206699484359607,0.5663113407977222,0.18208249836681709
469,0.9206905433687279,0.5664007034525136,0.18209640451208461
470,0.9206955508696415,0.5664612990912251,0.18190134588545334
471,0.9206278516094012,0.5663092940563543,0.181780235419578
472,0.9206201962434613,0.5663547457116821,0.1817592114459499
473,0.92062722134835,0.5663948632379641,0.1816191472647544
474,0.9207010733399507,0.5665332703592587,0.18144455173351298
475,0.9206972571861461,0.5665331738150686,0.18123100286765353
476,0.9207163417982235,0.5665397261971302,0.18106065446345745
477,0.9206617473561837,0.5665107000741197,0.18093391633075778
478,0.9206054427545839,0.5664433454836851,0.18074503756870883
479,0.9206561019081084,0.5668762383572288,0.18035489894607834
480,0.920597245517862,0.5667658035831292,0.1802680246635048
481,0.920665017796151,0.5668372388698844,0.18011203161170877
482,0.9206667932876491,0.566891997432901,0.18013165922141972
483,0.9207427781748807,0.5671102639016764,0.17977585952166522
484,0.9208338316815152,0.5672387051007104,0.17962399042876476
