metric,n_resamples,observed_delta,bootstrap_mean_delta,bootstrap_std_delta,ci_lower_95,ci_upper_95,excludes_zero,random_seed,candidate,reference,validation_row_count
pr_auc,10000,-0.0026342261677191336,-0.0026490486634656507,0.0017409704649305115,-0.006098221032527565,0.0007926090731042757,False,42,stage0_addr1,b1_card1_fixed_budget,88581
