iteration,validation_average_precision,validation_auc,validation_binary_logloss
1,0.29492742263062893,0.8273625591070535,0.1405492419151795
2,0.3532485396118293,0.8525417436690027,0.13845801515774947
3,0.36422519218709665,0.8609926566209665,0.13893243572874953
4,0.37879747348338316,0.8667399495017937,0.1404399150904207
5,0.38300090215800375,0.8702691750410875,0.14232696586099658
6,0.3937843159122008,0.8722767409560748,0.14489844268880053
7,0.3990379822089505,0.8747888615870562,0.14800201297451382
8,0.40213891653007305,0.875421030715242,0.15127528724626133
9,0.40347682298118837,0.878165404465149,0.15424186370488022
10,0.4045957367257026,0.8797510067632468,0.1574785213593428
11,0.40612991303533214,0.8808829613759349,0.16076597908673046
12,0.4079374409813152,0.8814037914306617,0.1642557350295787
13,0.4090943963229655,0.8829648423706734,0.16746420697253664
14,0.4114015996728882,0.8838870603247986,0.17065543228796573
15,0.41261399653539294,0.8851152700193219,0.17398508318246592
16,0.41586314806844954,0.8856437554399887,0.17718200210198565
17,0.4171683024869671,0.8865628816562129,0.18012144708377453
18,0.4173590804672826,0.8872656457867253,0.1833730120180315
19,0.41910627525787214,0.8879088022097014,0.18691951689258174
20,0.4195627504178378,0.8886337580624127,0.18994477088293388
21,0.42006256586111734,0.8894371737298985,0.1932052294567754
22,0.4199539671788232,0.889830477762703,0.19681460389929722
23,0.42277976002086065,0.8906780558989134,0.19986091726194694
24,0.4237503213024375,0.8912202072238385,0.20277817893903224
25,0.4245870744029483,0.8916008579974275,0.20595489610279838
26,0.42535758042514815,0.8918109828045647,0.20894155876150897
27,0.42574865139242635,0.8920072514762116,0.2114548723668797
28,0.42660722862397726,0.8923601995864581,0.2143222640154894
29,0.4272030197004364,0.8927894092839098,0.21696852821776452
30,0.42757538670507667,0.8930666184624568,0.2198079753567021
31,0.42881146544033577,0.8934427056080068,0.22261510632904363
32,0.4295164369927769,0.8938398680682228,0.2250968178777494
33,0.4308192572691613,0.8941265023396251,0.22740211095837642
34,0.4311368904385492,0.8943237375396526,0.23036333231720466
35,0.4319661286575156,0.8946286090294626,0.23314757312568635
36,0.43346747768067506,0.8951021272317361,0.2355411901149855
37,0.4352795141821736,0.8954030538253929,0.23797012368448883
38,0.4362825079006698,0.8957816543290376,0.2400175373921054
