feature,importance_gain,importance_split
V258,828015.0496695042,149
P_emaildomain,623024.0610377789,6901
card1,581876.5041018724,13970
TransactionAmt,560267.8167624474,13192
card2,541282.3719542027,12582
TransactionDT,511604.5657541752,14049
C14,485325.6383936405,1724
id_31,457370.95912253857,5435
addr1,454046.6685745716,11751
V294,402777.57765364647,306
DeviceInfo,399657.085359931,4826
D2,383547.08865618706,3359
C13,354821.23796629906,3817
V91,275279.32332491875,196
C1,273368.3240041733,2174
D15,272891.1200699806,5111
V70,270191.5662615299,249
dist1,247353.9652144909,6579
card5,223541.41926074028,4712
id_30,218875.799608469,2556
id_33,202025.7054901123,2258
D4,195080.20766091347,3741
D10,191314.30670666695,3896
R_emaildomain,190103.03698849678,1362
card6,184810.92234373093,496
C2,179992.59974861145,1939
V308,165621.798756361,587
hour_in_day,162944.5514923334,6345
C10,157301.3681795597,463
C5,153213.6059885025,864
D1,148076.55270934105,2325
C11,147787.69440054893,1441
elapsed_days,122959.70532512665,2990
C6,113717.62051844597,1460
M5,111403.65650129318,1920
D3,101263.12190651894,2067
M6,100650.06516313553,1775
D11,100480.95369768143,2582
D5,93953.92192316055,2353
day_in_week_cycle,88449.73726546764,3817
V30,87192.28170466423,173
D8,78755.01826107502,1875
id_02,78501.06474530697,2835
V310,75909.05699563026,1017
card3,75035.87696969509,646
V317,69316.69827151299,526
C9,69215.92050671577,1349
V312,66912.65468621254,605
V283,66535.52993750572,339
M4,65482.755143880844,991
id_20,63007.6342561245,2163
V45,57101.92912697792,479
V313,55674.9120054245,1278
V307,55553.12823820114,1234
V83,53706.32261133194,734
V62,51534.24237167835,648
ProductCD,51160.75643372536,227
id_19,48957.9560751915,2123
V243,45006.61868596077,54
V315,44682.55604124069,828
V82,43856.24168586731,723
V54,43778.143194675446,549
C4,42652.40964388847,236
M3,41387.085544109344,760
dist2,41346.395948052406,1797
id_01,39693.851393938065,800
C8,35541.45740032196,468
V314,34858.42273950577,769
V87,34817.31039261818,577
V285,34364.84387969971,332
card4,34007.744253873825,607
D12,33872.911710739136,490
V67,33251.863238573074,305
V187,31571.32093667984,76
id_05,31566.0174356699,1180
V76,31483.82392835617,613
V309,30256.307897090912,305
C7,29504.649797916412,252
V75,27887.711833000183,575
V78,26950.65340733528,466
V320,26512.32305407524,375
V311,26202.062253832817,368
id_06,25916.76030445099,1136
V61,25805.760035037994,530
V133,25751.819506645203,254
V136,25438.27448272705,283
M8,24771.068975687027,815
V281,24117.2648999691,298
V53,23841.616350650787,583
D6,23749.97266101837,574
C12,23393.607308626175,467
V12,23268.213834047318,444
V130,22964.876412391663,661
V35,22780.391596078873,511
M9,22594.484020471573,685
M7,21745.91410088539,729
D14,21281.744136095047,893
V49,21218.301612377167,295
V127,20772.46652173996,624
V20,20589.361001729965,392
V13,20307.03543281555,468
id_13,20023.009313583374,911
V74,18908.181550741196,134
V189,18759.387269735336,67
V38,17951.087564229965,438
V19,17398.469142198563,411
V156,17355.92968249321,75
V48,17061.16898918152,424
D13,16770.878621459007,359
M2,16742.020404815674,507
V55,16670.285127401352,231
V36,16470.853499412537,476
D9,16296.01174211502,763
V5,16097.004322767258,433
V165,16008.272839784622,226
id_17,15351.660340547562,243
V149,15344.933401107788,84
V37,15103.970348119736,279
id_09,14557.39779996872,261
V90,14275.733427762985,255
V24,13858.973686933517,288
V86,13599.951369285583,342
V291,13525.599130153656,290
V4,13327.632078886032,323
V318,13271.197452545166,259
V56,12899.685615301132,275
id_18,12728.061508178711,435
