iteration,validation_average_precision,validation_auc,validation_binary_logloss
1,0.3038236460220768,0.8490104179000472,0.14001039638497334
2,0.36725295042701595,0.8556966786910484,0.13853262937415545
3,0.3805624871094862,0.8635882253523599,0.1387881193337199
4,0.38929735440150054,0.8690613220099096,0.14004555875603739
5,0.3996594665065381,0.871928006755845,0.1421670394999548
6,0.4028959241330726,0.8738433662476407,0.14473029253495595
7,0.4066141117171513,0.8751018669031775,0.14835159722654448
8,0.4088014681118656,0.8766236206823361,0.15133813843780874
9,0.4107079302162932,0.8776424088488222,0.1546894341009044
10,0.4096560600517354,0.8779795600807069,0.15805725877075427
11,0.41214941517527204,0.8786294053412426,0.161581206680899
12,0.4120799577586393,0.8791916904323122,0.16507076871687096
13,0.4121310875450796,0.8808857840999725,0.16838070882118955
14,0.414253706582648,0.8823104565404299,0.17191119248739434
15,0.41578173534047963,0.8827972467338047,0.17561857129502992
16,0.41627856261261353,0.8831946551495529,0.1789433365686048
17,0.41771754428002716,0.884112267202032,0.1821711496390758
18,0.42009626739971395,0.8846486712379193,0.18547603570659948
19,0.42114935453786806,0.8853524960516643,0.18853321391234792
20,0.42204057745278567,0.8857500063083751,0.19180620636739712
21,0.4227597510370673,0.8865548996305818,0.19506070928478444
22,0.42366182729610535,0.8873290811772314,0.19813774550109284
23,0.424645082368895,0.8877779346512906,0.20142221650009726
24,0.429066947933664,0.8884174670732219,0.20467759292130727
25,0.429988769153775,0.8889513423787938,0.20744320895013824
26,0.43288689802657787,0.8893811496713278,0.2102811072525665
27,0.43264512498601404,0.8896720189895503,0.21349351318457044
28,0.4337981419714986,0.8900932966210883,0.21623157120352277
29,0.43553438217303253,0.8903018284818489,0.21886233230826715
30,0.43659551671456065,0.8906508144021936,0.22174164735714233
31,0.43727478915430407,0.8909600419950625,0.22437452057549415
32,0.43842676214378123,0.8913008479724337,0.2269896528481305
33,0.4389049035971565,0.891785645541692,0.22946061279082514
34,0.4393307860699147,0.8921010892763319,0.23222923193133385
35,0.43950981850078163,0.8924073942257281,0.2348877039510471
36,0.44003062203192694,0.8927442629930564,0.23761203092017597
37,0.44054241178579867,0.8928687376291573,0.23978507315796566
38,0.4419046875083453,0.8931504700836639,0.2418321390179262
39,0.4422194463162003,0.8933978706046238,0.24429815422712478
40,0.44301140700181213,0.8936326620615029,0.246453401490478
41,0.44340782297216313,0.8939135279070639,0.24848712211966836
42,0.4437941983145652,0.8939027481372539,0.2512148784717831
43,0.44473880579412506,0.8941482886195015,0.2534306377868694
44,0.4454626599965959,0.8942904432310075,0.25527573011585514
45,0.4453115306375442,0.8945125968008918,0.25731407827915137
46,0.445620720750844,0.8947026935259024,0.25897715553909456
47,0.44631221059030757,0.8949026611381704,0.26091597509117875
48,0.4471565877366586,0.8951831984025127,0.26292963928336677
49,0.44903937216318573,0.895526373623409,0.2646522498567951
50,0.44988167608535645,0.8958259474616386,0.26632643885710555
51,0.45024520069525686,0.8961345966747012,0.26787232963063323
52,0.4501583553788305,0.8962306961128012,0.2696607638262105
53,0.45063663453822006,0.8965564200200763,0.27131436823783445
54,0.4492254359274919,0.8965248108911323,0.27287011414085605
55,0.4500712758817813,0.8966534629282256,0.2743903389053227
56,0.45130586943711437,0.8967836790887815,0.2760581490169288
57,0.4520491436038432,0.8970024238687115,0.27712259771822373
58,0.45424833708297047,0.8971343098367479,0.2783334892124134
59,0.45489288392475263,0.8974648029755147,0.27961320582829335
60,0.45518318056936263,0.8976313244784576,0.2810072059790912
61,0.45555783445133796,0.8978819301074467,0.2821528719586032
62,0.45427510248923564,0.8981413209606017,0.2833261496661963
63,0.455716241260489,0.8984674695254754,0.2840353160677303
64,0.4563348840772287,0.8986541574605319,0.28502697295980806
65,0.4575328901908019,0.8989349387588788,0.28590964098291866
66,0.4587589826078382,0.8992326640875615,0.2867295083670696
67,0.45934289716989224,0.8993430058881985,0.28768109716933565
68,0.4598968256112957,0.8997008308354819,0.28832919753912
69,0.4609705462248627,0.899799005523385,0.28902843822893953
70,0.4612719427421253,0.8998950588448227,0.28979636452356206
71,0.46168850839487335,0.9000696853511629,0.2904740772236166
72,0.4628645528057256,0.90034971533222,0.2910692065246154
73,0.46379184270025264,0.900459244326684,0.29226042464664626
74,0.46410806860065545,0.9006008878118497,0.29284751929216274
75,0.46457966192059386,0.900729340010073,0.2932744123067091
76,0.4652407346485364,0.9008447969171688,0.2937898294985359
77,0.4654110228183221,0.9010845478367715,0.29490401753052187
78,0.4657501234525,0.901308932300194,0.29539272366035746
79,0.46636190387515386,0.9015320869859555,0.2958871192412993
80,0.4667973177172434,0.9016196394693112,0.2963265746174288
81,0.46674718567633083,0.9016814550120545,0.2968149046689928
82,0.4673099682844917,0.9018887916826509,0.29718876946208334
83,0.46777530127026284,0.9020164445253945,0.2977999631604073
84,0.4684555548964458,0.9021011281680504,0.2982037357860933
85,0.468713716916966,0.9022280450657251,0.2987340216474017
86,0.46891662931980493,0.9023983884870552,0.2991570368403981
87,0.46988075149651465,0.9026470745099765,0.29956337016331497
88,0.47042491586113755,0.902830338282858,0.29983668863667007
89,0.47094299625428143,0.9030055585412251,0.3002394330463965
90,0.4709102503097113,0.9030561408336458,0.3002769557833759
91,0.4712291164780336,0.903254830630063,0.30049964345718827
92,0.471467416170017,0.9033509954001012,0.30082611194159675
93,0.47165733503547436,0.9033995427947984,0.30080553789434555
94,0.4716701345825109,0.9033730141848166,0.3015495269521982
95,0.47211376946634254,0.9034888457897935,0.3017772823956964
96,0.4728911973420647,0.9037508441558956,0.30180049966107453
97,0.47337257358329377,0.9038300764247633,0.3015197835133892
98,0.4741686788917005,0.9039307567846507,0.30180409021986987
99,0.4748605643554807,0.9042890448200847,0.3017279201441358
100,0.4749366957340886,0.904595121107697,0.3016700141554034
101,0.47480874302407095,0.9046882479426069,0.30192383794399397
102,0.47482040616127197,0.9047313170621297,0.30212610407637047
103,0.47522666598651603,0.9048672843547786,0.30198816057659145
104,0.4774781870559815,0.9050105726675658,0.3022283842541145
105,0.47802072282674163,0.9052292963106924,0.30254882037000924
106,0.47867756676653606,0.9052514438377567,0.30255015257403545
107,0.47910611227301836,0.9053710166569618,0.3025134984929929
108,0.47984292196685574,0.9055312470785575,0.30247739436933924
109,0.4796169450661897,0.9054984466025044,0.3023630969050552
110,0.4804860660718043,0.9055789701379162,0.3024938241812949
111,0.48121089648954213,0.9056887662247161,0.30226871435412583
112,0.4819619636533482,0.9058501245830103,0.30220443727389273
113,0.4819666822078443,0.9059293530088228,0.3021494046725408
114,0.48198985538921263,0.9059789822235562,0.3020546506648488
115,0.48221364789906235,0.9060642211876871,0.30247949063203206
116,0.48301210676419404,0.9061419738803065,0.3027047336015125
117,0.48389154608576923,0.9062586182914563,0.3023996054143998
118,0.48379677462282816,0.906366519752047,0.30227021362653894
119,0.48422804830660965,0.9064605477833991,0.30230555883819815
120,0.48502230151295117,0.906642912281366,0.30206629726008694
121,0.4857950770684264,0.9067329243200438,0.30202955161037864
122,0.4860975458096775,0.9067687723388632,0.30212890079329974
123,0.49065804788069506,0.9068670085156492,0.30230112036756474
124,0.4910512211909034,0.9070355495440949,0.3019934192660808
125,0.49121929340165793,0.9070761975388475,0.3018529108980059
126,0.49156277293123,0.9072323754587446,0.301629060520843
127,0.4920403011289884,0.9072844065829722,0.30130447351735445
128,0.49233038998562084,0.9072997980190112,0.3010219557568221
129,0.493254890563516,0.9074583086734089,0.3004828130496514
130,0.4933673526099445,0.9075596577248994,0.3005135655739788
131,0.49347581449861166,0.9076621635360025,0.3007801570985596
132,0.4953111529345599,0.9077482229924166,0.30070518618565434
133,0.4951069471334908,0.9077572791519736,0.30063035619061385
134,0.4958885239645198,0.9079402085790534,0.30043440538081645
135,0.4972359894902027,0.9080257242431581,0.30006455829554857
136,0.49771306088918377,0.9080329933820515,0.2999436476402759
137,0.49830574902458535,0.9081970226637032,0.299485755642627
138,0.4977154183947615,0.9083082310732856,0.2994338113721078
139,0.49784306830654707,0.9082698005213781,0.2989954237851815
140,0.4985149608216458,0.9084244873358611,0.29912071327929096
141,0.49926690043039146,0.9084714187258506,0.29875632787711465
142,0.4995653326632511,0.9086318316925678,0.2986619353581811
143,0.5000274655243465,0.9086979014974073,0.29830595945091465
144,0.4999251975929876,0.9087641365536199,0.2979646853016605
145,0.5008057836840721,0.9089549154209269,0.29751231611284024
146,0.5008541968776213,0.9090021004525589,0.2976337186786243
147,0.5015945184359037,0.9090507381590531,0.29731820446750906
148,0.5016451415022775,0.9092473680778881,0.2965535886386326
149,0.5025526399163883,0.909437268807084,0.29644279145810126
150,0.5026262676774937,0.9095620681813484,0.2959463732456039
151,0.5023546152861269,0.9096931778522362,0.2956445329514437
152,0.5021189109510371,0.9098003875628926,0.295260991746898
153,0.5019979952538642,0.9096676714949352,0.295438861773162
154,0.5026028379234152,0.9096590515221423,0.295632845910255
155,0.5028018838214879,0.9097634173719577,0.2952006965597437
156,0.5041129451200539,0.9097543785061489,0.29499499895845666
157,0.5041473953205863,0.9098540750439075,0.29462011937312516
158,0.5041127651971049,0.9100008528508079,0.2945088962096351
159,0.5043475285999389,0.910109104029421,0.2944577480697076
160,0.5046673314868259,0.9103076823772377,0.2940657389622471
161,0.5051394643588165,0.9103974177159417,0.29368230596647416
162,0.5063014997067934,0.9104474293146667,0.2935501698620899
163,0.5067440932145121,0.9105236582359029,0.2932373828349137
164,0.5068690524780014,0.9105169290462638,0.2930830171908517
165,0.5073377143085877,0.9105533343080858,0.2928909092108089
166,0.5074166543071403,0.9105272015327888,0.2924531132960717
167,0.5076943644169815,0.9105193463279788,0.2924067075883297
168,0.5080913892599273,0.9106161990048962,0.2910772895538056
169,0.5092707265738026,0.9106590240904143,0.29077081874187355
170,0.5106678661929319,0.9107436558518252,0.2904261736094463
171,0.5108218424087791,0.9108250748190965,0.2899765965798701
172,0.5109650728331326,0.9109401743220595,0.28970440669660014
173,0.5112057087786285,0.9110610268786431,0.28942926843899247
174,0.5111413760130351,0.9111400324072546,0.2890259203273171
175,0.5113510550018312,0.9113555163548553,0.28844559995862545
176,0.5117437362873346,0.9114085658887086,0.2883297505911463
177,0.512393197958258,0.9114556702161816,0.28808172120263853
178,0.5125680453617941,0.9114291761936966,0.28768424537352344
179,0.5131948107409083,0.9115668305875742,0.28728944087222535
180,0.5138202793556366,0.9116323085619142,0.28690747940121725
181,0.5144501139347549,0.911701487398403,0.28669774393323516
182,0.5146103223987607,0.9116721841025734,0.2864030216363714
183,0.5152135493502065,0.9118659163577946,0.28599438784256614
184,0.5156780609612203,0.911913208994972,0.2855781356986372
185,0.5158400472735183,0.9118430501794096,0.28545087542428604
186,0.5161511487109802,0.9118755931707648,0.2850727388124629
187,0.5164912643516613,0.911920887419243,0.2847850798998959
188,0.5172744002989865,0.9119131974658063,0.28422608812847777
189,0.5172333869585262,0.9120070448735647,0.28382464203990043
190,0.5173757609645206,0.9120287888798339,0.28315857023894186
191,0.517014443500156,0.9120769846349811,0.2829002901570515
192,0.5170086273873568,0.9120222134124025,0.2827249211266636
193,0.5179020932427776,0.9121152729938466,0.2823221900269073
194,0.5179359764575534,0.9121615472213984,0.2819302824922547
195,0.5182057755673607,0.9122749365648016,0.27672577283945377
196,0.5178678922569837,0.9124336316858487,0.2764136878099394
197,0.5193781475832537,0.9125419750977863,0.27606423868506846
198,0.5198323960786837,0.9128127260220853,0.27548303277956127
199,0.5197607384707309,0.9128988258305789,0.2754312342109939
200,0.5196772903367859,0.9129239056087538,0.2747856383715226
201,0.5195312877493864,0.9129211885687339,0.2744659250360279
202,0.5193119316181505,0.9130144364598825,0.27394870961058015
203,0.5205133306509879,0.9131032071917337,0.2736032237778882
204,0.5205356664526473,0.9131112468631927,0.27344785047768555
205,0.5205058453503224,0.9130467603970919,0.27367535497783696
206,0.5204710488456776,0.9130410726754095,0.27363846577405654
207,0.5212670240334232,0.91330903354164,0.2732241992752238
208,0.5220207738731047,0.9132921663724077,0.2730704731830267
209,0.5225585046609647,0.9133734931063545,0.27265920555910717
210,0.5230735677482597,0.9134185413993006,0.2723829216392717
211,0.5232868919218253,0.9134223268086634,0.27242234005177696
212,0.5238986056398934,0.9135272268431502,0.2719779729408339
213,0.5241655214916164,0.9136664184591041,0.2716744173328442
214,0.524423856318462,0.9138024510836912,0.26707263243448787
215,0.5245757636591489,0.9138030352280803,0.2667933738966969
216,0.5260807510247028,0.9137700887159299,0.26655011805555556
217,0.5264293252188258,0.9137912063042031,0.26648130299327066
218,0.5268475073846185,0.9138403705092584,0.2662479590773682
219,0.5268931063032446,0.9138557504161318,0.2659711541370965
220,0.5272786240937267,0.9139320581199993,0.2656387951307941
221,0.5282165570795029,0.914016443925878,0.2654042940741003
222,0.5282681756160494,0.9140526531918852,0.26497992422949035
223,0.5285767972236568,0.9140055027477498,0.2647669552954015
224,0.5290739063589567,0.9140775216020246,0.26435786347139895
225,0.5291882605654175,0.9140794930893374,0.2644440942454914
226,0.5295028222841733,0.9141283037333152,0.26440978137482224
227,0.529530310658913,0.9141554626043482,0.2640642808256057
228,0.5298622703784165,0.9141888395386799,0.2638972120768135
229,0.5300360407321502,0.9141966255684965,0.2638494582887399
230,0.5305054076815224,0.9141824869684496,0.2635519181194785
231,0.5308851112277991,0.9142788515773578,0.2632697269395246
232,0.5311119426072549,0.914288666740315,0.26314254385196234
233,0.5314428808225446,0.9143776104096498,0.2627393324935622
234,0.5319870744229895,0.9145263827621942,0.26235212349894743
235,0.532042763990326,0.9145620809018611,0.26229815402518
236,0.5321716198941789,0.9145287885147436,0.26214436937901736
237,0.5325691217113695,0.9146280661594863,0.2617034132536808
238,0.5327379604989656,0.9146031324174088,0.2615145237996146
239,0.5329676573791724,0.9145798319737872,0.26158529049480717
240,0.5330285010142188,0.9146027711702208,0.261839101233694
241,0.5332330229889615,0.9147077211644251,0.26160962666591875
242,0.533747308706011,0.914777122898115,0.2608646564069501
243,0.5340903621481186,0.9148747019124633,0.26047839234969045
244,0.5342259258373976,0.9148100617241549,0.26025157032830903
245,0.5343510442189854,0.9148543337199524,0.25995042104690813
246,0.5346817274332046,0.9148916228844682,0.2596347993739147
247,0.5351485039025294,0.9150564976382619,0.2586580439502578
248,0.5350783606801677,0.9150333163293514,0.2586549132539328
249,0.5351522159345298,0.9150055848430949,0.2584591948003509
250,0.5355120987058167,0.9150919229210104,0.2581350370924935
251,0.5355295591421261,0.9151052852239085,0.2579302010769569
252,0.5353639687613306,0.9151368520792454,0.2544586324836306
253,0.5354969525918523,0.9151489500169859,0.25442424291541965
254,0.5358458780989197,0.915274183656487,0.2541367901286619
255,0.5362043517201159,0.9152943635392936,0.2538972616814064
256,0.5365409196253977,0.9153725735554806,0.2538425551726804
257,0.5369252094567907,0.915425304115753,0.25337257036598615
258,0.5371179386761868,0.915329243108205,0.2531372043545984
259,0.5371710338199165,0.9153268642570419,0.25292443365680817
260,0.5373650060395807,0.9153222372185922,0.2527506911143826
261,0.5375279536654868,0.9153436660943358,0.2525335430502556
262,0.5377382316016873,0.9153644032201451,0.2523107978924356
263,0.5378242684213922,0.9153673931170836,0.2522992464420199
264,0.5381234060881341,0.9153717242402836,0.25236152343067164
265,0.5382114809279752,0.9154004510778344,0.2522491986522356
266,0.5383675119760764,0.9154301540514037,0.25190654083252606
267,0.5384933760038347,0.9154482586844074,0.2516481897454314
268,0.5389175257538338,0.9154761054623196,0.25134074439040777
269,0.5391451248058525,0.9154959356271039,0.25130216718476395
270,0.5392698153054215,0.9155331364013504,0.25084576989115837
271,0.5392942218290347,0.9154971423464338,0.2506112662804488
272,0.5398259181853607,0.9155061658400216,0.2502616921499896
273,0.5403993184935698,0.9155591961585988,0.24987396023513114
274,0.5403770029258219,0.915605416583378,0.2451147477108835
275,0.5406907995650212,0.9155543462229482,0.24480310122653967
276,0.540895582903732,0.9155572400435068,0.24467042828364755
277,0.5411820089086901,0.91560011701027,0.2444375543666945
278,0.541113088233042,0.915645668743446,0.24415893028828328
279,0.5410270841143281,0.9156478323835184,0.24382897438850343
280,0.5408971568469184,0.9155874810448028,0.24378323029588297
281,0.5410806556817724,0.9156091789344099,0.24342873732536197
282,0.5413584151431606,0.9156193092278926,0.2430674443670462
283,0.541601177392394,0.9156265533869272,0.24304788589972504
284,0.5417975626906618,0.915720250915533,0.24275837583050203
285,0.5422339046649489,0.9158621134548445,0.24214695193579663
286,0.5424689042323575,0.9158515527391803,0.2418061289769584
287,0.5425065449621224,0.9158245014736925,0.2416098312182764
288,0.5425506414518897,0.9158128108998023,0.24152854329392756
289,0.5428800800072133,0.9157800795987426,0.24118406278801793
290,0.5430156105143943,0.9157837420303394,0.2409285591511802
291,0.5431528669241796,0.9158597922495092,0.24066265692625732
292,0.5433030795473007,0.9158977539486834,0.24046303994693452
293,0.5434309009492905,0.9159695037890948,0.24025932527798619
294,0.5435859293669717,0.915975329860764,0.2400116842898667
295,0.5438603156838735,0.915925727547417,0.23978276759598668
296,0.5439972236209132,0.9159556956917945,0.23981655159183635
297,0.5439775205482233,0.9160031266789588,0.23967628386906703
298,0.5441230013501954,0.9159976234239255,0.23929212755127213
