iteration,validation_average_precision,validation_auc,validation_binary_logloss
1,0.30106283506855386,0.8397487855542076,0.14013545229649896
2,0.3495018819390795,0.8549009183895026,0.13851866745114552
3,0.37133579737168765,0.8602695242979432,0.1387835752219372
4,0.3848704763918719,0.8642938909895412,0.1404278524535804
5,0.38530812557313937,0.8653984215603882,0.14265941410653113
6,0.39618065421927895,0.8682170143136666,0.14517078616480497
7,0.4002200000476434,0.8698971288680706,0.14829789411413294
8,0.4050680061094619,0.8723494765401426,0.15120400405410897
9,0.41032649518344416,0.8745124075688542,0.15425012891310286
10,0.41676188801486796,0.8763801689005847,0.1576313920721534
11,0.4179354537309535,0.8778448590747434,0.16081331881521485
12,0.41854450409486516,0.8786329832256252,0.16432606039862555
13,0.4207340809282215,0.8799952463713123,0.1676789886134322
14,0.4234348117221348,0.8816308179945279,0.1708230484935819
15,0.42373060140319113,0.8823299734962161,0.1739575561786565
16,0.42414513428907624,0.8830211623444939,0.17708601364849924
17,0.426545676861358,0.8843320130978393,0.18057639640280532
18,0.42751800799668416,0.8852310170770846,0.18368892421660798
19,0.4290029259004587,0.885740736859255,0.18737702696905367
20,0.4305869754938023,0.8859961789732016,0.19059433296247583
21,0.43270023080043446,0.8867462318978362,0.19371412604085203
22,0.43438757737869504,0.8875057425812951,0.19672548908351048
23,0.4350414693473749,0.888002476679976,0.19965891781690315
24,0.43605713751867203,0.8885615086248265,0.2029697044377157
25,0.43687591758060823,0.8890057389034913,0.20587991373043968
26,0.4365138969347606,0.8890642820847396,0.2087827592777728
27,0.4386707965202331,0.889459286669466,0.21195236189705
28,0.438291655687971,0.889789608792277,0.21479126917719976
29,0.4380292442002187,0.8900850532677042,0.21740493237397476
30,0.4378669062513148,0.8902501605263369,0.22029199268812402
31,0.4372040828348764,0.8903485043086682,0.22315007561020658
32,0.438397236340484,0.8908912762870067,0.2256461641360449
33,0.43953956538452366,0.8917565939659775,0.22802142873286685
34,0.44043309395137825,0.8922122073741173,0.23042083794963017
35,0.44095284838231924,0.8925977311416882,0.23289742309816605
36,0.4419774516943383,0.8929452317212017,0.235336231824896
37,0.44236098407044977,0.8932244143085891,0.23740124157593856
38,0.4434553131846033,0.8935640020374649,0.23956578087938396
39,0.4425710359248216,0.8937700724213758,0.2418749035100351
40,0.44321209693134633,0.8942119065551292,0.24381590035525225
41,0.4441254677814428,0.8945484621134595,0.24606811798623132
42,0.4444975444109536,0.8947355285894522,0.24877043054361447
43,0.44544509416501865,0.8950902387405035,0.250770878587853
44,0.4452926312585974,0.8952008130459795,0.2529789919290592
45,0.44588109202858917,0.8954874184944679,0.2550081612257955
46,0.4460041169362078,0.8955312965771084,0.25713910270162216
47,0.44629645690516745,0.895754526202446,0.258718686500101
48,0.4468091065216605,0.8961231616639811,0.26057317238975236
49,0.44710453367475883,0.8962650530262065,0.26233122037001
50,0.44987506808334843,0.8966237330532699,0.2639982777511033
51,0.44982552497507255,0.8968564050652114,0.265578167318921
52,0.4504210846198107,0.8969985001093618,0.26724437086189085
53,0.4506225885008774,0.897050694563435,0.268613788477607
54,0.4505440331620789,0.8971789411582056,0.2704547609968329
55,0.4513683991682878,0.8972281687736716,0.27212545662267595
56,0.4521074194404418,0.8973759188735353,0.27341481321730265
57,0.4505974112532161,0.897469825848649,0.27466334220457544
58,0.4517110168189142,0.8977308922738673,0.27566532522014214
59,0.4527685007593614,0.8980128918207095,0.2769654568056639
60,0.45335483702563373,0.8981797976291716,0.27798206589363234
61,0.4535362342153124,0.8986489635714415,0.2790993953114314
62,0.45393664093171815,0.8987691051628149,0.2804964408125324
63,0.4550058469773797,0.8990726219756703,0.2817304827334761
64,0.4557397326904083,0.8993974888816378,0.2824658298271391
65,0.4564566662149312,0.8994467799075144,0.2834667344864099
66,0.45711864098103133,0.8996766849197184,0.28448545911859974
67,0.45745142742792944,0.8998464730195735,0.2852453785391329
68,0.4581785533685578,0.899995919828304,0.28664126183384087
69,0.4587930965519858,0.9001801904816454,0.28725638318859215
70,0.4592057889952221,0.9002345351250979,0.288449989940722
71,0.46003342094842115,0.9004856326651514,0.28921625692218556
72,0.4604945317196648,0.9007532534209974,0.28990345763447556
73,0.4613700269021445,0.9009317556484976,0.2907108944608239
74,0.4616010606096951,0.9009712833926621,0.29196457968078493
75,0.46237718595200866,0.9010082727988731,0.2931370524176606
76,0.46273010927333047,0.901202466220717,0.2937244201401954
77,0.4637910653752668,0.9015277289613692,0.29419107928532545
78,0.46420656183010217,0.9016651796733217,0.2948255887131943
79,0.4648008425540107,0.9019081184072052,0.2951895105689805
80,0.4651103699665363,0.9021884750479534,0.29576205793163435
81,0.46482445226048047,0.9022144444934049,0.296203955027603
82,0.4645805172864864,0.9022987957117868,0.2966578261306497
83,0.46498183768670437,0.9025835661014217,0.29680755743805637
84,0.4654778620579285,0.9027277863550927,0.2973259353407224
85,0.4661581479819109,0.9028696412082937,0.2982040836467815
86,0.46671227026858214,0.9030984682435168,0.29853556835247774
87,0.46697438997756047,0.9032097170051787,0.2987864957239424
88,0.467652597808925,0.9031742456057681,0.29918719323364007
89,0.4683741655597596,0.9032667940608718,0.29941361483455925
90,0.46888819104968665,0.9034720401094444,0.29933465981337565
91,0.46917335948629996,0.9035593773817094,0.29969973243598197
92,0.47034028963604796,0.9035464147565511,0.3001905778075209
93,0.47041165851969147,0.9035278681722004,0.3007251671870186
94,0.4710286555686502,0.9038977852926416,0.3009951189279557
95,0.4714795161355171,0.903865296104059,0.30125723524180437
96,0.4717775734815898,0.9038745962976206,0.30179697294535324
97,0.47166675733790037,0.9039509962348128,0.30211657589644714
98,0.4719954408106881,0.904103630857824,0.3021952223637583
99,0.47225254159931246,0.9041675523948117,0.3022783132142012
100,0.47271903056983045,0.9042996766322698,0.3023277093859965
101,0.4730384864369243,0.9045467543365938,0.3023628456069552
102,0.47414915905629834,0.9046041599735056,0.30287930104764
103,0.4744965530561429,0.9047343549972581,0.30285997758555655
104,0.47477329277940866,0.9048689656914245,0.30337900391631395
105,0.4752921127697799,0.9049135105441406,0.30357360858919485
106,0.4760500526877627,0.9049889132085107,0.3035344699636835
107,0.47734572842140277,0.9051837695573751,0.3033594775122694
108,0.47818852722848926,0.9054013287547789,0.30365127987128065
109,0.47879331422642174,0.9055911103492639,0.30362788034486266
110,0.4789653776588431,0.905567934804936,0.30371742931123485
111,0.47970785522586573,0.9056748582079808,0.3037628225071075
112,0.4798823905143742,0.9056531103586563,0.30416459039302185
113,0.48072384122919753,0.9058025590889143,0.30389778523965977
114,0.48170067878638817,0.9061177203589976,0.3036166187793992
115,0.4814570311740044,0.9063004633979007,0.30358341278691214
116,0.48200532925555595,0.9065002868955991,0.30350548632254776
117,0.48258603912428216,0.90668444610034,0.3032881652308518
118,0.48282023476282615,0.9067862985920606,0.30332565764499775
119,0.483144242415342,0.9068984081980853,0.30353737868880826
120,0.48343960258759916,0.9069991846343524,0.30330307750122965
121,0.48309692294457585,0.9071626951035534,0.3031146605009329
122,0.4832973072827978,0.9072750621942758,0.30273681503227207
123,0.4841562123983353,0.9074987011049913,0.30228163588674545
124,0.4838492458817802,0.9075228854513068,0.30196779445761707
125,0.4849325247777515,0.9076708680560095,0.30195065747285005
126,0.48541297076899814,0.9077851105576651,0.30224056281215306
127,0.48579740074869027,0.9078665717985435,0.30196611195793877
128,0.4882205468492865,0.9080161166051812,0.3016483246690024
129,0.49180639672343107,0.9080919708285363,0.3014043587981876
130,0.49219449416669275,0.9082849152574433,0.3010742002197819
131,0.4928073904552537,0.9084667186693522,0.30078280977827304
132,0.4916199239017513,0.9085055738788584,0.3004917081351991
133,0.4931746293249482,0.9086432513310672,0.3002835356451718
134,0.493944544465037,0.9087929460168573,0.29989116831719564
135,0.4935804187930884,0.9090628706842904,0.2994792701291662
136,0.4959040478049341,0.9091293516960351,0.2997459117523771
137,0.4960714884440292,0.9092824859162212,0.29932990247293106
138,0.4959023173434329,0.9094323919700469,0.299269847122035
139,0.4964024098413925,0.909523679903048,0.29903474004724223
140,0.4971686858788905,0.9096854609974132,0.29859432320518103
141,0.4973337801124391,0.909701897744464,0.29846928721490257
142,0.4926935967316269,0.9097983257637828,0.29818020737894413
143,0.492690305804303,0.909823009707273,0.2978734164452496
144,0.49290436874924404,0.9099646839368801,0.297617834237004
145,0.4931015385546031,0.9101500998206684,0.29732194018601477
146,0.49307627700896334,0.910212184377275,0.2969887834838108
147,0.49343175890780383,0.9103788922683947,0.29684553563834626
148,0.4983659639396259,0.9104175918341656,0.29634525464749517
149,0.4999219686356441,0.9105246747240008,0.2961960810996682
150,0.5002404343395135,0.9107038418000489,0.2957027996233152
151,0.5006054491874252,0.9108228112595891,0.29546176454765327
152,0.500655920195384,0.911016752961318,0.295325714379357
153,0.5005854425325341,0.9110335970722191,0.29498655828815734
154,0.5017328362115645,0.9110172679307136,0.294799169768686
155,0.5018063123020194,0.9110003546448191,0.2949328243541479
156,0.5020630526968587,0.911091073805652,0.29517429815797935
157,0.5024204496843819,0.9111401227190516,0.2951646782513934
158,0.5025290235483477,0.9111314604726517,0.2950881466546289
159,0.5028506325090821,0.9111546264093415,0.2950045672328003
160,0.5029280377284548,0.9113026801105654,0.2947148209492215
161,0.5041625245972169,0.9114459299928006,0.29436794192893406
162,0.5039337361478787,0.9114476055648638,0.29420080970671647
163,0.5042340705150958,0.9116161811808062,0.2938178494727423
164,0.5059199803770422,0.9116827544258757,0.29367447051495627
165,0.5062422433703294,0.9117439781381196,0.2933253777167604
166,0.5060833137996239,0.9118325029144385,0.2929336323029948
167,0.5063013814798086,0.9118490664823107,0.2925683923237197
168,0.5064860032581713,0.9118570561940523,0.29226410354053595
169,0.5060202678159161,0.9118776357545988,0.29195810447050774
170,0.5068609192781787,0.9118716213732252,0.2917003150222302
171,0.5078681778892067,0.9120169080747117,0.2913845861341129
172,0.5081869066845673,0.91203319494261,0.2910479109229244
173,0.5084299390650798,0.9120532172601539,0.29079970596934457
174,0.5089749963603413,0.9121289600349085,0.28753549329653116
175,0.509169190156994,0.912257102867189,0.28719979401590656
176,0.5099170146454564,0.9122637897832209,0.28668435571759976
177,0.5100165172000684,0.912292401329116,0.2864860484100437
178,0.5101342672766835,0.9123255592093018,0.28624840878233165
179,0.5102639656532364,0.9123292523853401,0.2860318419303666
180,0.5107291623084864,0.9124378878694723,0.28560280867413146
181,0.5109812219814469,0.9123788124250801,0.28578518413715276
182,0.5113685153861077,0.9124202251878156,0.285404238378524
183,0.511306692418849,0.9125306246342805,0.28488988109644
184,0.511206616420979,0.9124781669309266,0.2846533649327337
185,0.51218612743901,0.9124961216847779,0.2842525821416672
186,0.5122970513761074,0.9125342678506013,0.28393724443923607
187,0.5130398396464425,0.9126311820164017,0.2836022346931061
188,0.5135303669805528,0.9126834091364441,0.28320038568435063
189,0.5141123492305519,0.9128051571248871,0.2828052766054456
190,0.5151219577958949,0.9129720379534904,0.2822907612364504
191,0.5150997780629816,0.9130364168140459,0.2820946542151031
192,0.5150592101951563,0.9131057570588527,0.28186229358748516
193,0.5154196819932957,0.9132513204603129,0.28154497927231203
194,0.5160468634415808,0.9133311637749559,0.28120818918116497
195,0.5163785751097892,0.9134208568400529,0.280881246243513
196,0.516342332719408,0.9134925490346365,0.28061929330005664
197,0.5163189436514145,0.9135023027087106,0.28028144778856146
198,0.5166297780143425,0.9134855585172444,0.2799171876255494
199,0.5170970404691805,0.9135222135776538,0.27975105382725013
200,0.517799947971876,0.9136646794766303,0.2757574304151601
201,0.5177334955065185,0.9138027066468614,0.27523270548144646
202,0.5178643959847037,0.913905608292649,0.2745609945137857
203,0.5186261706515378,0.9139157501152975,0.2740604619892129
204,0.5192902386804984,0.9139269065045161,0.2741001305793083
205,0.5196979695671373,0.9139632118469032,0.2741906308364514
206,0.5196406772385518,0.9139310032013496,0.27470593477069954
207,0.519883931755878,0.913885743540368,0.27439547748627807
208,0.5203268797168145,0.9139435546196025,0.2742170569230564
209,0.5207009928699424,0.9140196855429313,0.27133320057938554
210,0.522020839767963,0.9140918427471929,0.2709313862064466
211,0.52223741999135,0.9141154736935608,0.2707222008499927
212,0.5225298513231136,0.9140686575952272,0.270829145378233
213,0.5227225603000926,0.914110581484303,0.2705503114041123
214,0.5225225251175138,0.9141468829836349,0.27027036528194437
215,0.5230502770628701,0.9142049208031257,0.26995661151706674
216,0.5232294584377872,0.9141099934968588,0.269564939594442
217,0.523526120765739,0.9141051128167667,0.26941164527348355
218,0.5238651612860089,0.914211477055281,0.2690114549485249
219,0.5241621735039241,0.9142852752441092,0.26880644184074487
220,0.525011201827939,0.9144409958404385,0.2683171520644808
