metric,n_resamples,observed_delta,bootstrap_mean_delta,bootstrap_std_delta,ci_lower_95,ci_upper_95,excludes_zero,random_seed,candidate,reference,validation_row_count
pr_auc,10000,-0.0011396385146125176,-0.0011563122595994856,0.001381739481560009,-0.0038883827313765523,0.0016051690640971597,False,42,stage0_uid,b1_card1_fixed_budget,88581
