epoch,train_loss_mean,validation_pr_auc_monitor
1,1.1550681754946708,0.2502452566655197
2,1.0418290104717016,0.3274380204402267
3,0.987083588168025,0.36430728764939574
4,0.9435346599668264,0.40039860269071764
5,0.92971186414361,0.37128017692621645
6,0.8972826587036252,0.39471999649125084
7,0.8750451687723398,0.39076722772200406
8,0.875551120378077,0.38908428566986974
