epoch,train_loss_mean,validation_pr_auc_monitor
1,1.2091230899095535,0.09494111422474452
2,1.1839979127049447,0.11899862548505363
3,1.1621651738882064,0.11877629573717202
4,1.1408263584598899,0.11282092072773336
5,1.1277132047340275,0.1236504101630504
6,1.1287418818101287,0.1169944692763195
7,1.1165911410003901,0.12801458976698002
8,1.1089436255395413,0.131104815218946
9,1.1037403417751193,0.13152939272822056
10,1.0821942517533898,0.13471090906276345
